player,team,shirt_number,nation,position,age,minutes,goals,assists,penalty_shoot_on_goal,penalty_shoot,total_shoot,Shoot on Target,yellow_cards,red_cards,touches,dribbles,tackles,blocks,expected_goals_xg,non_penalty_xg_npxg,expected_assists_xag,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completed_%,progressive_passes,carries,progressive_carries,dribble_attempts,successful_dribbles,date
Billy Gilmour,Napoli,6,SCO,CM,23,90,0,0,0,0,1,0,0,0,56,2,1,2,0.0,0.0,0.0,1,0,43,47,91.5,4,21,0,2,1,2024-10-20
Andre-Frank Zambo Anguissa,Napoli,99,CMR,RM,28,90,0,0,0,0,1,0,1,0,44,1,1,0,0.0,0.0,0.0,1,0,29,36,80.6,2,17,1,1,1,2024-10-20
Leonardo Spinazzola,Napoli,37,ITA,LB,31,58,0,0,0,0,0,0,0,0,50,2,0,1,0.0,0.0,0.0,0,0,37,43,86.0,4,32,5,2,1,2024-10-20
Mathías Olivera,Napoli,17,URU,LB,26,32,0,0,0,0,0,0,0,0,21,1,0,2,0.0,0.0,0.0,0,0,12,16,75.0,0,6,1,0,0,2024-10-20
Alessandro Buongiorno,Napoli,4,ITA,CB,25,90,0,0,0,0,1,0,0,0,71,4,1,2,0.0,0.0,0.2,1,0,54,60,90.0,2,38,0,0,0,2024-10-20
Amir Rrahmani,Napoli,13,KVX,CB,30,90,0,0,0,0,0,0,0,0,59,0,0,2,0.0,0.0,0.0,0,0,49,53,92.5,3,32,0,0,0,2024-10-20
Giovanni Di Lorenzo,Napoli,22,ITA,RB,31,90,0,0,0,0,1,0,1,0,63,3,2,1,0.0,0.0,0.1,1,0,43,53,81.1,6,23,2,0,0,2024-10-20
Elia Caprile,Napoli,25,ITA,GK,23,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,27,34,79.4,0,20,0,0,0,2024-10-20
Nikola Krstović,Lecce,9,MNE,FW,24,90,0,0,0,0,3,2,0,0,35,1,0,1,0.1,0.1,0.0,1,0,12,23,52.2,1,19,1,3,0,2024-10-20
Ante Rebić,Lecce,3,CRO,FW,31,45,0,0,0,0,0,0,0,0,20,3,0,0,0.0,0.0,0.0,1,0,7,12,58.3,0,11,1,3,0,2024-10-20
Tete Morente,Lecce,7,ESP,LM,27,45,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,11,13,84.6,2,10,0,1,0,2024-10-20
Patrick Dorgu,Lecce,13,DEN,LB and AM,19,90,0,0,0,0,0,0,0,0,48,1,3,1,0.0,0.0,0.0,2,0,26,37,70.3,2,32,2,2,0,2024-10-20
Ylber Ramadani,Lecce,20,ALB,LM and CM,28,74,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,22,29,75.9,1,20,1,3,2,2024-10-20
Mohamed Kaba,Lecce,77,FRA,CM,22,16,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,6,0,1,0,2024-10-20
Balthazar Pierret,Lecce,75,FRA,CM,24,45,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,0,11,1,0,0,2024-10-20
Lassana Coulibaly,Lecce,29,MLI,CM,28,45,0,0,0,0,1,0,0,0,15,1,0,1,0.0,0.0,0.0,0,0,8,9,88.9,1,10,0,0,0,2024-10-20
Remi Oudin,Lecce,10,FRA,RM,27,45,0,0,0,0,0,0,0,0,23,1,0,1,0.0,0.0,0.1,2,0,12,19,63.2,2,12,2,1,1,2024-10-20
Lameck Banda,Lecce,22,ZAM,RM,23,45,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,1,0,8,11,72.7,0,11,2,2,2,2024-10-20
Antonino Gallo,Lecce,25,ITA,LB,24,42,0,0,0,0,0,0,0,1,22,1,0,0,0.0,0.0,0.0,0,0,17,20,85.0,4,14,1,0,0,2024-10-20
Federico Baschirotto,Lecce,6,ITA,CB and RB,28,90,0,0,0,0,1,0,0,0,74,3,1,2,0.1,0.1,0.0,0,0,55,61,90.2,4,43,2,0,0,2024-10-20
Kialonda,Lecce,4,ANG,CB,27,90,0,0,0,0,0,0,0,0,64,1,1,1,0.0,0.0,0.0,0,0,46,52,88.5,0,37,0,0,0,2024-10-20
Frederic Guilbert,Lecce,12,FRA,RB,29,86,0,0,0,0,0,0,0,0,42,1,0,1,0.0,0.0,0.1,2,0,28,36,77.8,3,22,0,1,0,2024-10-20
Gaby Jean,Lecce,19,FRA,CB,24,4,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,2024-10-20
Wladimiro Falcone,Lecce,30,ITA,GK,29,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,1,0,31,42,73.8,0,23,0,0,0,2024-10-20
Moise Kean,Fiorentina,20,ITA,FW,24,45,0,0,0,0,4,3,0,0,13,0,0,0,0.2,0.2,0.0,0,0,3,4,75.0,0,13,1,6,3,2024-10-20
Christian Kouamé,Fiorentina,99,CIV,FW,26,45,0,1,0,0,1,0,0,0,10,0,0,0,0.3,0.3,0.9,0,0,6,8,75.0,1,7,0,0,0,2024-10-20
Albert Guðmundsson,Fiorentina,10,ISL,FW,27,8,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,1,0,0,2024-10-20
Lucas Beltrán,Fiorentina,9,ARG,FW,23,82,1,0,0,0,2,2,0,0,55,1,0,3,0.9,0.9,0.0,5,0,42,46,91.3,4,38,2,0,0,2024-10-20
Edoardo Bove,Fiorentina,4,ITA,LM,22,56,0,1,0,0,1,0,0,0,24,1,0,1,0.0,0.0,0.3,2,1,18,20,90.0,2,15,2,1,1,2024-10-20
Riccardo Sottil,Fiorentina,7,ITA,LM,25,34,0,0,0,0,2,0,0,0,23,0,1,0,0.1,0.1,0.3,1,0,15,19,78.9,1,20,4,2,0,2024-10-20
Danilo Cataldi,Fiorentina,32,ITA,CM,30,90,2,0,0,0,2,2,0,0,106,3,0,2,0.1,0.1,0.1,5,0,87,96,90.6,13,79,2,0,0,2024-10-20
Yacine Adli,Fiorentina,29,FRA,CM,24,56,0,0,0,0,0,0,1,0,55,1,0,2,0.0,0.0,0.1,5,0,41,47,87.2,8,39,2,1,0,2024-10-20
Amir Richardson,Fiorentina,24,MAR,CM,22,34,0,0,0,0,0,0,1,0,57,1,1,0,0.0,0.0,0.0,2,1,50,51,98.0,1,46,0,1,1,2024-10-20
Andrea Colpani,Fiorentina,23,ITA,RM,25,90,2,1,0,0,5,3,1,0,64,1,0,0,0.5,0.5,0.3,7,3,47,54,87.0,6,45,3,1,0,2024-10-20
Robin Gosens,Fiorentina,21,GER,LB,30,65,0,0,0,0,0,0,1,0,36,0,0,2,0.0,0.0,0.0,1,1,24,28,85.7,3,21,0,1,0,2024-10-20
Fabiano Parisi,Fiorentina,65,ITA,LB,23,25,1,0,0,0,1,1,0,0,25,2,0,0,0.1,0.1,0.0,1,1,18,22,81.8,1,19,2,1,1,2024-10-20
Luca Ranieri,Fiorentina,6,ITA,CB,25,90,0,0,0,0,1,0,1,0,68,1,0,0,0.0,0.0,0.0,0,0,51,59,86.4,1,50,0,0,0,2024-10-20
Pietro Comuzzo,Fiorentina,15,ITA,CB,19,90,0,0,0,0,0,0,0,0,68,2,1,0,0.0,0.0,0.0,1,1,53,60,88.3,4,50,0,0,0,2024-10-20
Dodô,Fiorentina,2,BRA,RB,25,90,0,0,0,0,0,0,0,0,73,1,2,0,0.0,0.0,0.0,3,1,53,62,85.5,7,49,5,5,2,2024-10-20
David de Gea,Fiorentina,43,ESP,GK,33,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,18,21,85.7,0,15,0,0,0,2024-10-20
Joel Pohjanpalo,Venezia,20,FIN,FW,30,78,0,0,0,0,1,0,0,0,26,0,1,0,0.0,0.0,0.0,2,0,9,20,45.0,1,13,1,1,0,2024-10-20
Christian Gytkjær,Venezia,9,DEN,FW,34,12,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,8,0,0,0,2024-10-20
Mikael Ellertsson,Venezia,77,ISL,AM,22,45,0,0,0,0,0,0,0,0,9,2,0,1,0.0,0.0,0.0,0,0,3,5,60.0,0,2,0,0,0,2024-10-20
Gianluca Busio,Venezia,6,USA,CM and AM,22,45,0,0,0,0,1,1,1,0,33,1,1,0,0.0,0.0,0.0,0,0,19,25,76.0,2,13,0,1,0,2024-10-20
Gaetano Oristanio,Venezia,11,ITA,AM,22,78,0,0,0,0,4,0,0,0,30,0,1,0,0.3,0.3,0.0,3,0,11,19,57.9,4,17,1,6,3,2024-10-20
Saad El Haddad,Venezia,80,MAR,AM,19,12,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,5,7,71.4,0,6,0,0,0,2024-10-20
Hans Nicolussi Caviglia,Venezia,14,ITA,CM,24,63,0,0,0,0,0,0,0,0,23,1,0,1,0.0,0.0,0.1,2,0,15,19,78.9,1,13,0,1,0,2024-10-20
John Yeboah,Venezia,10,ECU,AM,24,27,0,0,0,0,1,1,0,0,14,0,0,1,0.0,0.0,0.0,1,0,8,10,80.0,1,8,0,2,2,2024-10-20
Alfred Duncan,Venezia,32,GHA,CM,31,90,0,0,0,0,2,1,0,0,63,1,0,0,0.1,0.1,0.2,3,0,46,57,80.7,6,30,2,4,3,2024-10-20
Francesco Zampano,Venezia,7,ITA,WB,31,90,0,0,0,0,1,1,0,0,36,2,0,2,0.1,0.1,0.0,3,0,22,24,91.7,2,17,2,1,0,2024-10-20
Richie Sagrado,Venezia,21,BEL,WB,20,63,0,0,0,0,0,0,0,0,22,1,1,1,0.0,0.0,0.0,0,0,13,15,86.7,1,10,0,0,0,2024-10-20
Ridgeciano Haps,Venezia,5,SUR,WB,31,27,0,0,0,0,1,0,0,0,12,0,0,1,0.2,0.2,0.0,2,0,7,10,70.0,0,7,0,0,0,2024-10-20
Jay Idzes,Venezia,4,IDN,CB,24,90,0,0,0,0,0,0,0,0,70,3,1,1,0.0,0.0,0.0,1,0,52,62,83.9,3,25,1,1,1,2024-10-20
Michael Svoboda,Venezia,30,AUT,CB,26,90,0,0,0,0,0,0,0,0,56,3,0,0,0.0,0.0,0.0,2,0,41,50,82.0,2,25,2,1,1,2024-10-20
Antonio Candela,Venezia,27,ITA,CB,24,90,0,0,0,0,1,0,0,0,64,1,2,1,0.1,0.1,0.0,1,0,40,54,74.1,7,20,3,1,1,2024-10-20
Filip Stankovic,Venezia,35,SRB,GK,22,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,18,29,62.1,0,16,0,0,0,2024-10-20
Mateo Retegui,Atalanta,32,ITA,FW,25,67,1,1,0,0,5,1,0,0,33,0,0,0,0.3,0.3,0.5,3,0,13,16,81.3,2,21,3,3,0,2024-10-20
Nicolò Zaniolo,Atalanta,10,ITA,FW,25,23,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.1,2,0,3,4,75.0,2,9,1,2,1,2024-10-20
Ademola Lookman,Atalanta,11,NGA,AM,27,45,0,0,0,0,1,1,0,0,28,0,0,1,0.1,0.1,0.3,5,0,13,23,56.5,3,14,3,2,1,2024-10-20
Juan Cuadrado,Atalanta,7,COL,AM,36,45,0,0,0,0,1,0,0,0,25,0,0,0,0.0,0.0,0.0,1,0,20,24,83.3,5,18,3,1,1,2024-10-20
Charles De Ketelaere,Atalanta,17,BEL,AM,23,67,0,0,0,0,2,1,0,0,31,0,0,1,0.2,0.2,0.1,3,0,17,23,73.9,5,20,3,3,0,2024-10-20
Lazar Samardzic,Atalanta,24,SRB,AM,22,23,0,0,0,0,1,1,0,0,21,0,0,0,0.1,0.1,0.0,3,0,17,18,94.4,2,15,1,1,0,2024-10-20
Mario Pašalić,Atalanta,8,CRO,CM,29,90,1,0,0,0,2,1,0,0,79,4,0,2,0.5,0.5,0.0,0,0,58,65,89.2,7,28,1,0,0,2024-10-20
Éderson,Atalanta,13,BRA,CM,25,74,0,0,0,0,1,1,1,0,56,1,0,0,0.0,0.0,0.1,4,0,39,46,84.8,2,38,1,2,2,2024-10-20
Ibrahim Sulemana,Atalanta,6,GHA,CM,21,16,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,4,0,1,0,2024-10-20
Davide Zappacosta,Atalanta,77,ITA,WB,32,90,0,0,0,0,2,1,0,0,57,1,0,0,0.1,0.1,0.1,3,0,39,47,83.0,6,30,2,2,0,2024-10-20
Raoul Bellanova,Atalanta,16,ITA,WB,24,90,0,0,0,0,1,0,0,0,62,2,2,2,0.0,0.0,0.0,3,1,41,52,78.8,3,29,4,1,1,2024-10-20
Berat Djimsiti,Atalanta,19,ALB,CB,31,90,0,0,0,0,0,0,0,0,57,1,3,0,0.0,0.0,0.0,1,1,41,50,82.0,3,21,0,0,0,2024-10-20
Isak Hien,Atalanta,4,SWE,CB,25,45,0,0,0,0,0,0,0,0,19,1,2,0,0.0,0.0,0.0,0,0,13,15,86.7,2,6,0,0,0,2024-10-20
Matteo Ruggeri,Atalanta,22,ITA,CB,22,45,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,28,32,87.5,0,13,0,0,0,2024-10-20
Marten de Roon,Atalanta,15,NED,CB,33,90,0,0,0,0,0,0,0,0,71,0,1,0,0.0,0.0,0.0,2,1,55,70,78.6,8,34,0,0,0,2024-10-20
Marco Carnesecchi,Atalanta,29,ITA,GK,24,90,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.0,1,1,34,50,68.0,0,27,0,0,0,2024-10-20
Roberto Piccoli,Cagliari,91,ITA,FW,23,90,0,0,0,0,4,0,0,0,34,0,0,0,0.4,0.4,0.1,5,0,16,20,80.0,3,19,1,2,1,2024-10-20
Zito Luvumbo,Cagliari,77,ANG,AM,22,45,0,0,0,0,1,0,0,0,11,0,0,0,0.0,0.0,0.1,1,0,4,5,80.0,0,8,0,0,0,2024-10-20
Răzvan Marin,Cagliari,18,ROU,CM,28,45,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.1,3,0,14,17,82.4,3,9,1,2,1,2024-10-20
Nicolas Viola,Cagliari,10,ITA,AM and FW,35,62,1,0,0,0,4,3,0,0,46,2,1,1,0.3,0.3,0.0,10,1,23,28,82.1,1,19,1,3,1,2024-10-20
Gianluca Lapadula,Cagliari,9,PER,FW,34,28,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,5,7,71.4,2,4,1,0,0,2024-10-20
Antoine Makoumbou,Cagliari,29,CGO,CM,26,79,0,0,0,0,1,0,0,0,43,0,0,0,0.0,0.0,0.0,1,1,35,41,85.4,1,29,0,0,0,2024-10-20
Alessandro Deiola,Cagliari,14,ITA,CM,29,11,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,2024-10-20
Michel Ndary Adopo,Cagliari,8,FRA,CM,24,62,0,0,0,0,1,0,1,0,33,2,0,0,0.1,0.1,0.0,1,0,25,27,92.6,2,13,0,0,0,2024-10-20
Gianluca Gaetano,Cagliari,70,ITA,CM,24,28,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.1,0,0,4,5,80.0,1,6,0,0,0,2024-10-20
Tommaso Augello,Cagliari,3,ITA,WB,30,90,0,0,0,0,0,0,0,0,46,1,2,1,0.0,0.0,0.0,2,0,32,40,80.0,1,18,1,0,0,2024-10-20
Nadir Zortea,Cagliari,19,ITA,WB,25,90,0,0,0,0,1,0,0,0,34,0,1,0,0.1,0.1,0.1,1,0,17,24,70.8,4,14,1,1,0,2024-10-20
Sebastiano Luperto,Cagliari,6,ITA,CB,28,90,0,1,0,0,3,0,0,0,54,1,2,0,0.2,0.2,0.5,2,1,32,38,84.2,1,26,0,0,0,2024-10-20
Yerry Mina,Cagliari,26,COL,CB,30,62,0,0,0,0,1,0,0,0,46,2,1,0,0.1,0.1,0.0,0,0,32,32,100.0,2,20,0,0,0,2024-10-20
José Luis Palomino,Cagliari,24,ARG,CB,34,28,1,0,0,0,1,1,0,0,19,0,1,2,0.5,0.5,0.0,0,0,7,11,63.6,0,2,0,0,0,2024-10-20
Gabriele Zappa,Cagliari,28,ITA,CB,24,90,0,0,0,0,0,0,0,0,59,3,0,1,0.0,0.0,0.2,3,0,37,48,77.1,4,30,3,1,0,2024-10-20
Simone Scuffet,Cagliari,22,ITA,GK,28,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,20,24,83.3,0,15,0,0,0,2024-10-20
Antonio Sanabria,Torino,9,PAR,FW,28,90,1,0,0,0,3,1,0,0,40,0,0,0,0.3,0.3,0.0,4,1,25,30,83.3,2,25,1,0,0,2024-10-20
Che Adams,Torino,18,SCO,FW,28,90,0,0,0,0,3,1,0,0,34,1,0,0,0.7,0.7,0.2,3,0,22,27,81.5,0,21,1,2,1,2024-10-20
Samuele Ricci,Torino,28,ITA,CM,23,90,0,0,0,0,1,0,0,0,55,1,0,1,0.1,0.1,0.0,2,0,42,48,87.5,1,42,4,1,1,2024-10-20
Karol Linetty,Torino,77,POL,CM,29,74,1,0,0,0,2,1,0,0,50,0,0,1,0.1,0.1,0.0,3,0,41,44,93.2,4,28,0,0,0,2024-10-20
Gvidas Gineitis,Torino,66,LTU,CM,20,16,0,0,0,0,1,0,0,0,20,0,0,0,0.0,0.0,0.0,2,0,11,17,64.7,0,8,0,0,0,2024-10-20
Nikola Vlašić,Torino,10,CRO,CM,27,82,0,1,0,0,3,0,0,0,51,2,0,0,0.1,0.1,0.0,3,1,35,42,83.3,4,33,1,1,1,2024-10-20
Yann Karamoh,Torino,7,FRA,CM,26,8,0,0,0,0,2,1,0,0,9,1,0,0,0.1,0.1,0.4,3,0,4,6,66.7,0,6,1,0,0,2024-10-20
Mërgim Vojvoda,Torino,27,KVX,WB,29,90,0,0,0,0,1,0,0,0,69,1,0,1,0.0,0.0,0.1,3,0,50,62,80.6,3,37,3,1,0,2024-10-20
Valentino Lazaro,Torino,20,AUT,WB,28,82,0,1,0,0,0,0,1,0,52,0,0,0,0.0,0.0,0.2,2,2,39,49,79.6,2,14,0,0,0,2024-10-20
Ali Dembélé,Torino,21,FRA,WB,20,8,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,2,0,6,8,75.0,0,4,1,1,1,2024-10-20
Adam Masina,Torino,5,MAR,CB,30,90,0,0,0,0,0,0,1,0,75,3,1,2,0.0,0.0,0.0,4,0,59,62,95.2,6,38,1,1,1,2024-10-20
Saúl Coco,Torino,23,EQG,CB,25,90,0,0,0,0,1,1,1,0,54,0,0,0,0.0,0.0,0.0,1,0,39,43,90.7,2,33,0,0,0,2024-10-20
Sebastian Walukiewicz,Torino,4,POL,CB,24,90,0,0,0,0,0,0,0,0,70,2,1,3,0.0,0.0,0.0,0,0,45,54,83.3,9,30,3,2,0,2024-10-20
Vanja Milinković-Savić,Torino,32,SRB,GK,27,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,24,33,72.7,0,25,0,0,0,2024-10-20
Artem Dovbyk,Roma,11,UKR,FW,27,90,0,0,0,0,2,0,0,0,17,0,0,0,0.2,0.2,0.0,0,0,8,9,88.9,1,7,1,0,0,2024-10-20
Lorenzo Pellegrini,Roma,7,ITA,AM and LW,28,90,0,0,0,0,2,1,0,0,32,0,0,0,0.2,0.2,0.4,4,0,21,29,72.4,1,17,0,1,1,2024-10-20
Paulo Dybala,Roma,21,ARG,AM,30,78,0,0,0,0,1,0,0,0,50,4,0,0,0.0,0.0,0.2,4,0,37,41,90.2,4,35,2,1,0,2024-10-20
Matìas Soulé,Roma,18,ARG,RW,21,12,0,0,0,0,2,2,0,0,14,0,0,0,0.0,0.0,0.0,1,0,8,11,72.7,1,10,1,0,0,2024-10-20
Bryan Cristante,Roma,4,ITA,CM and DM,29,78,0,0,0,0,1,0,1,0,50,2,1,0,0.2,0.2,0.0,1,0,38,45,84.4,4,37,3,0,0,2024-10-20
Enzo Le Fée,Roma,28,FRA,DM,24,12,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,2,0,19,20,95.0,3,16,2,0,0,2024-10-20
Manu Koné,Roma,17,FRA,CM,23,52,0,0,0,0,0,0,0,0,26,2,0,0,0.0,0.0,0.0,1,0,19,22,86.4,2,15,1,0,0,2024-10-20
Niccolò Pisilli,Roma,61,ITA,DM and CM,20,38,0,0,0,0,1,0,1,0,46,1,0,0,0.1,0.1,0.0,1,0,37,40,92.5,8,32,0,0,0,2024-10-20
Nicola Zalewski,Roma,59,POL,WB,22,71,0,0,0,0,0,0,0,0,29,1,0,2,0.0,0.0,0.0,2,0,15,19,78.9,0,21,4,2,0,2024-10-20
Tommaso Baldanzi,Roma,35,ITA,AM and RW,21,19,0,0,0,0,2,0,0,0,16,0,2,0,0.1,0.1,0.0,1,0,8,11,72.7,0,9,1,1,0,2024-10-20
Zeki Çelik,Roma,19,TUR,WB and RB,27,90,0,0,0,0,2,0,0,0,46,2,0,0,0.1,0.1,0.1,2,0,33,38,86.8,3,21,3,1,1,2024-10-20
Angeliño,Roma,3,ESP,CB and LB,27,78,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.2,3,0,38,46,82.6,2,31,2,0,0,2024-10-20
Mario Hermoso,Roma,22,ESP,LB,29,12,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,11,13,84.6,1,7,0,0,0,2024-10-20
Obite N'Dicka,Roma,5,CIV,CB,25,90,0,0,0,0,1,0,0,0,97,1,1,2,0.1,0.1,0.0,1,0,78,85,91.8,4,77,1,0,0,2024-10-20
Gianluca Mancini,Roma,23,ITA,CB,28,90,0,0,0,0,0,0,0,0,71,1,1,0,0.0,0.0,0.0,1,0,59,66,89.4,7,51,3,1,0,2024-10-20
Mile Svilar,Roma,99,SRB,GK,25,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,23,35,65.7,0,24,0,0,0,2024-10-20
Lautaro Martínez,Internazionale,10,ARG,FW,27,71,1,0,0,0,3,2,0,0,26,0,0,0,0.2,0.2,0.1,3,0,11,18,61.1,3,17,2,2,0,2024-10-20
Joaquín Correa,Internazionale,11,ARG,FW,30,19,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,1,0,0,2024-10-20
Marcus Thuram,Internazionale,9,FRA,FW,27,90,0,0,0,0,3,2,0,0,38,3,0,0,0.3,0.3,0.1,3,0,17,26,65.4,1,22,3,1,0,2024-10-20
Henrikh Mkhitaryan,Internazionale,22,ARM,CM,35,90,0,0,0,0,1,0,0,0,48,2,3,0,0.0,0.0,0.0,1,0,34,36,94.4,5,20,1,1,0,2024-10-20
Hakan Çalhanoğlu,Internazionale,20,TUR,CM,30,11,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,2,0,0,0,2024-10-20
Davide Frattesi,Internazionale,16,ITA,CM,24,79,0,0,0,0,0,0,0,0,17,0,0,2,0.0,0.0,0.0,3,0,9,12,75.0,2,8,2,0,0,2024-10-20
Nicolò Barella,Internazionale,23,ITA,CM,27,90,0,0,0,0,2,0,1,0,71,2,1,0,0.2,0.2,0.0,1,0,46,56,82.1,9,44,2,2,0,2024-10-20
Federico Dimarco,Internazionale,32,ITA,WB,26,90,0,0,0,0,0,0,0,0,45,1,0,0,0.0,0.0,0.3,1,0,29,41,70.7,2,22,1,0,0,2024-10-20
Matteo Darmian,Internazionale,36,ITA,WB,34,70,0,0,0,0,0,0,1,0,35,0,1,0,0.0,0.0,0.0,0,0,27,32,84.4,2,7,0,0,0,2024-10-20
Denzel Dumfries,Internazionale,2,NED,WB,28,20,0,0,0,0,2,2,0,0,10,0,0,0,0.3,0.3,0.1,1,0,3,6,50.0,1,5,2,0,0,2024-10-20
Alessandro Bastoni,Internazionale,95,ITA,CB,25,70,0,0,0,0,0,0,0,0,43,2,0,0,0.0,0.0,0.0,1,0,34,37,91.9,2,25,2,1,1,2024-10-20
Yann Aurel Bisseck,Internazionale,31,GER,CB,23,20,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,8,10,80.0,0,8,0,0,0,2024-10-20
Francesco Acerbi,Internazionale,15,ITA,CB,36,26,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.0,0,0,16,18,88.9,0,11,0,0,0,2024-10-20
Stefan de Vrij,Internazionale,6,NED,CB,32,64,0,0,0,0,0,0,0,0,28,2,1,2,0.0,0.0,0.0,0,0,15,18,83.3,1,8,1,0,0,2024-10-20
Benjamin Pavard,Internazionale,28,FRA,CB,28,90,0,0,0,0,0,0,0,0,65,1,1,3,0.0,0.0,0.0,2,0,50,55,90.9,3,36,0,1,0,2024-10-20
Yann Sommer,Internazionale,1,SUI,GK,35,90,0,0,0,0,0,0,0,0,56,0,0,0,0.0,0.0,0.0,1,0,45,54,83.3,0,36,0,0,0,2024-10-20
Casper Tengstedt,Hellas Verona,11,DEN,FW,24,90,0,0,0,0,2,0,0,0,33,1,0,0,0.1,0.1,0.1,4,0,17,26,65.4,4,17,3,2,2,2024-10-21
Daniel Mosquera,Hellas Verona,35,COL,FW,25,61,0,0,0,0,1,0,0,0,21,1,0,1,0.1,0.1,0.0,3,0,11,13,84.6,0,9,0,1,1,2024-10-21
Amin Sarr,Hellas Verona,9,SWE,FW,23,29,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.0,1,0,11,11,100.0,0,7,1,0,0,2024-10-21
Tomáš Suslov,Hellas Verona,31,SVK,RM and LM,22,61,0,0,0,0,1,0,0,0,33,0,0,4,0.0,0.0,0.1,3,0,21,23,91.3,3,18,1,3,1,2024-10-21
Grigoris Kastanos,Hellas Verona,20,CYP,RM,26,29,0,0,0,0,1,1,0,0,23,2,1,1,0.0,0.0,0.0,1,0,13,15,86.7,2,16,1,3,0,2024-10-21
Ondrej Duda,Hellas Verona,33,SVK,CM,29,60,0,0,0,0,1,0,1,0,57,1,0,1,0.0,0.0,0.1,4,0,40,51,78.4,6,33,1,1,0,2024-10-21
Suat Serdar,Hellas Verona,25,GER,CM,27,30,0,0,0,0,1,0,0,0,34,1,1,0,0.1,0.1,0.0,1,0,18,24,75.0,2,17,1,2,1,2024-10-21
Reda Belahyane,Hellas Verona,6,MAR,CM,20,90,0,0,0,0,1,0,0,0,78,4,1,1,0.0,0.0,0.2,4,0,54,66,81.8,10,55,2,2,1,2024-10-21
Darko Lazović,Hellas Verona,8,SRB,LM and RM,34,68,0,0,0,0,2,1,0,0,26,0,0,0,0.1,0.1,0.0,1,0,13,23,56.5,4,15,1,0,0,2024-10-21
Dailon Livramento,Hellas Verona,14,CPV,LM,23,22,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,2,1,0,0,2024-10-21
Domagoj Bradarić,Hellas Verona,12,CRO,LB,24,76,0,0,0,0,0,0,0,0,54,2,0,1,0.0,0.0,0.1,4,0,38,46,82.6,5,24,3,2,1,2024-10-21
Davide Faraoni,Hellas Verona,5,ITA,RB,32,14,0,0,0,0,1,0,0,0,10,0,0,0,0.2,0.2,0.0,1,0,5,9,55.6,0,7,0,0,0,2024-10-21
Daniele Ghilardi,Hellas Verona,87,ITA,CB,21,90,0,0,0,0,3,2,1,0,77,1,2,0,0.1,0.1,0.1,1,0,57,63,90.5,3,50,1,0,0,2024-10-21
