player,team,shirt_number,nation,position,age,minutes,goals,assists,penalty_shoot_on_goal,penalty_shoot,total_shoot,Shoot on Target,yellow_cards,red_cards,touches,dribbles,tackles,blocks,expected_goals_xg,non_penalty_xg_npxg,expected_assists_xag,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completed_%,progressive_passes,carries,progressive_carries,dribble_attempts,successful_dribbles,date
Malick Thiaw,Milan,28,GER,CB,23,90,0,0,0,0,0,0,0,0,73,0,0,1,0.0,0.0,0.0,0,0,65,67,97.0,0,55,0,0,0,2024-11-09
Emerson,Milan,22,BRA,RB,25,80,0,0,0,0,0,0,0,0,42,2,0,0,0.0,0.0,0.0,1,0,28,33,84.8,1,16,0,0,0,2024-11-09
Fikayo Tomori,Milan,23,ENG,CB and RB,26,10,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,5,5,100.0,0,3,0,0,0,2024-11-09
Mike Maignan,Milan,16,FRA,GK,29,90,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.0,0,0,46,57,80.7,0,35,0,0,0,2024-11-09
Dušan Vlahović,Juventus,9,SRB,FW,24,72,0,0,0,0,2,1,0,0,17,0,0,0,0.2,0.2,0.0,2,0,7,9,77.8,1,12,0,2,1,2024-11-09
Francisco Conceição,Juventus,7,POR,RW,21,18,0,1,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.4,2,1,4,7,57.1,0,5,1,1,0,2024-11-09
Kenan Yıldız,Juventus,10,TUR,LW,19,85,1,0,0,0,3,1,0,0,41,5,0,1,0.4,0.4,0.0,4,0,20,24,83.3,2,27,2,3,2,2024-11-09
Weston McKennie,Juventus,16,USA,AM and LW,26,5,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,2024-11-09
Timothy Weah,Juventus,22,USA,RW and FW and LW,24,90,1,0,0,0,1,1,0,0,32,1,1,2,0.8,0.8,0.0,2,0,20,23,87.0,2,22,2,2,0,2024-11-09
Teun Koopmeiners,Juventus,8,NED,AM and FW,26,90,0,0,0,0,3,0,1,0,45,1,1,0,0.3,0.3,0.0,2,0,30,36,83.3,6,25,1,0,0,2024-11-09
Khéphren Thuram,Juventus,19,FRA,DM,23,90,0,0,0,0,0,0,0,0,50,2,1,1,0.0,0.0,0.2,2,0,30,39,76.9,4,30,2,2,1,2024-11-09
Manuel Locatelli,Juventus,5,ITA,DM,26,90,0,0,0,0,0,0,0,0,74,1,2,0,0.0,0.0,0.0,1,1,58,66,87.9,4,42,0,0,0,2024-11-09
Andrea Cambiaso,Juventus,27,ITA,LB,24,90,0,0,0,0,3,1,0,0,89,2,3,4,0.1,0.1,0.3,5,1,70,75,93.3,5,59,6,3,0,2024-11-09
Pierre Kalulu,Juventus,15,FRA,CB,24,90,0,0,0,0,0,0,0,0,66,3,1,3,0.0,0.0,0.0,0,0,50,57,87.7,0,47,1,1,0,2024-11-09
Federico Gatti,Juventus,4,ITA,CB,26,90,0,0,0,0,0,0,0,0,62,1,0,0,0.0,0.0,0.1,1,0,49,53,92.5,3,42,1,0,0,2024-11-09
Nicolò Savona,Juventus,37,ITA,RB,21,86,0,0,0,0,0,0,0,0,79,0,0,0,0.0,0.0,0.0,3,0,69,78,88.5,1,67,1,0,0,2024-11-09
Danilo,Juventus,6,BRA,RB,33,4,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,0,0,0,0,2024-11-09
Mattia Perin,Juventus,1,ITA,GK,31,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,31,42,73.8,0,29,0,0,0,2024-11-09
Antonio Sanabria,Torino,9,PAR,FW,28,90,0,0,0,0,1,1,0,0,21,0,0,1,0.2,0.2,0.0,0,0,11,14,78.6,1,12,0,0,0,2024-11-09
Nikola Vlašić,Torino,10,CRO,FW and CM and RM,27,90,0,0,0,0,1,0,0,0,36,3,1,1,0.0,0.0,0.0,3,0,17,30,56.7,1,26,1,3,2,2024-11-09
Ivan Ilić,Torino,8,SRB,CM,23,45,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,18,20,90.0,2,19,0,0,0,2024-11-09
Gvidas Gineitis,Torino,66,LTU,CM,20,45,0,0,0,0,0,0,0,0,24,0,0,2,0.0,0.0,0.0,0,0,12,16,75.0,3,11,0,0,0,2024-11-09
Samuele Ricci,Torino,28,ITA,CM,23,63,0,0,0,0,0,0,0,0,45,1,3,0,0.0,0.0,0.0,1,0,37,39,94.9,2,33,0,2,1,2024-11-09
Eybi Nije,Torino,92,SWE,FW,19,27,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,5,0,0,0,2024-11-09
Karol Linetty,Torino,77,POL,CM,29,90,0,0,0,0,1,0,0,0,34,1,0,0,0.1,0.1,0.0,0,0,23,27,85.2,4,17,0,1,0,2024-11-09
Valentino Lazaro,Torino,20,AUT,WB,28,81,0,0,0,0,0,0,1,0,52,2,1,1,0.0,0.0,0.1,1,0,35,46,76.1,5,27,0,2,0,2024-11-09
Yann Karamoh,Torino,7,FRA,LM,26,9,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,2024-11-09
Marcus Pedersen,Torino,16,NOR,WB,24,74,0,0,0,0,0,0,0,0,39,1,0,1,0.0,0.0,0.0,0,0,22,28,78.6,2,24,1,3,0,2024-11-09
Borna Sosa,Torino,24,CRO,LB and WB,26,16,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,5,8,62.5,0,6,0,1,0,2024-11-09
Adam Masina,Torino,5,MAR,CB,30,90,0,0,0,0,0,0,0,0,46,1,1,2,0.0,0.0,0.0,0,0,31,38,81.6,4,25,0,0,0,2024-11-09
Saúl Coco,Torino,23,EQG,CB,25,90,0,0,0,0,1,0,1,0,58,1,1,1,0.1,0.1,0.0,0,0,47,51,92.2,1,35,1,0,0,2024-11-09
Sebastian Walukiewicz,Torino,4,POL,CB,24,63,0,0,0,0,0,0,1,0,44,0,1,0,0.0,0.0,0.0,0,0,31,42,73.8,2,29,0,0,0,2024-11-09
Mërgim Vojvoda,Torino,27,KVX,CB and RB,29,27,0,0,0,0,0,0,0,0,25,2,0,1,0.0,0.0,0.0,1,0,15,20,75.0,1,13,0,1,1,2024-11-09
Vanja Milinković-Savić,Torino,32,SRB,GK,27,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,39,48,81.3,0,38,0,0,0,2024-11-09
Mateo Retegui,Atalanta,32,ITA,FW,25,67,0,0,0,0,2,0,0,0,20,0,0,0,0.2,0.2,0.0,0,0,9,14,64.3,0,10,0,0,0,2024-11-10
Nicolò Zaniolo,Atalanta,10,ITA,FW,25,19,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,1,0,2024-11-10
Juan Cuadrado,Atalanta,7,COL,FW,36,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,2,1,0,0,2024-11-10
Ademola Lookman,Atalanta,11,NGA,LW and AM,27,90,0,0,0,0,3,0,1,0,48,4,0,0,0.2,0.2,0.2,4,0,22,31,71.0,1,28,8,8,2,2024-11-10
Lazar Samardzic,Atalanta,24,SRB,RW and AM,22,67,0,0,0,0,0,0,0,0,34,0,0,1,0.0,0.0,0.2,7,1,22,31,71.0,4,18,3,0,0,2024-11-10
Marco Brescianini,Atalanta,44,ITA,AM,24,23,0,0,0,0,1,0,0,0,14,1,0,1,0.1,0.1,0.0,1,0,4,9,44.4,0,5,1,0,0,2024-11-10
Marten de Roon,Atalanta,15,NED,DM and CM,33,90,0,0,0,0,0,0,0,0,56,1,0,1,0.0,0.0,0.0,0,0,38,49,77.6,7,16,0,1,0,2024-11-10
Mario Pašalić,Atalanta,8,CRO,AM and RW and CM,29,90,1,0,0,0,2,1,0,0,67,1,0,1,0.3,0.3,0.1,1,0,36,51,70.6,4,28,0,1,0,2024-11-10
Matteo Ruggeri,Atalanta,22,ITA,LB and WB,22,90,0,0,0,0,1,1,0,0,88,1,1,2,0.0,0.0,0.0,1,0,61,79,77.2,6,38,2,1,0,2024-11-10
Davide Zappacosta,Atalanta,77,ITA,WB and RB,32,45,0,0,0,0,0,0,0,0,37,0,1,1,0.0,0.0,0.0,0,0,22,28,78.6,3,16,1,1,0,2024-11-10
Raoul Bellanova,Atalanta,16,ITA,RB,24,45,0,1,0,0,0,0,0,0,24,1,1,0,0.0,0.0,0.3,3,1,16,22,72.7,4,10,3,0,0,2024-11-10
Berat Djimsiti,Atalanta,19,ALB,CB,31,24,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,10,13,76.9,2,5,0,0,0,2024-11-10
Éderson,Atalanta,13,BRA,DM,25,66,0,0,0,0,0,0,0,0,44,1,3,1,0.0,0.0,0.0,1,0,27,37,73.0,5,15,0,0,0,2024-11-10
Isak Hien,Atalanta,4,SWE,CB,25,90,0,0,0,0,0,0,0,0,47,2,0,1,0.0,0.0,0.0,0,0,31,36,86.1,0,25,0,0,0,2024-11-10
Odilon Kossounou,Atalanta,3,CIV,CB,23,90,0,0,0,0,1,1,0,0,68,1,1,1,0.1,0.1,0.0,1,0,44,56,78.6,3,31,1,1,0,2024-11-10
Marco Carnesecchi,Atalanta,29,ITA,GK,24,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,18,26,69.2,0,14,0,0,0,2024-11-10
Florian Thauvin,Udinese,10,FRA,FW,31,66,0,1,0,0,3,2,0,0,36,2,1,0,0.2,0.2,0.1,4,1,16,27,59.3,1,22,1,2,1,2024-11-10
Lorenzo Lucca,Udinese,17,ITA,FW,24,24,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,4,0,1,1,2024-11-10
Keinan Davis,Udinese,9,ENG,FW,26,77,0,0,0,0,2,1,0,0,32,1,0,1,0.3,0.3,0.1,3,0,14,20,70.0,4,18,1,1,1,2024-11-10
Iker Bravo,Udinese,21,ESP,FW,19,13,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,7,11,63.6,1,7,0,0,0,2024-11-10
Martín Payero,Udinese,5,ARG,CM,26,90,0,0,0,0,2,1,0,0,39,0,0,1,0.1,0.1,0.0,2,0,20,28,71.4,1,16,2,5,2,2024-11-10
Jesper Karlström,Udinese,25,SWE,CM,29,90,0,0,0,0,1,0,0,0,49,3,0,1,0.0,0.0,0.0,0,0,29,39,74.4,4,28,0,1,0,2024-11-10
Sandi Lovrić,Udinese,8,SVN,CM,26,59,0,0,0,0,2,1,0,0,22,2,1,1,0.3,0.3,0.3,4,1,5,15,33.3,1,8,1,0,0,2024-11-10
Oier Zarraga,Udinese,6,ESP,CM,25,31,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,0,3,1,1,0,2024-11-10
Hassane Kamara,Udinese,11,CIV,WB,30,66,1,0,0,0,1,1,0,0,52,2,2,2,0.0,0.0,0.0,1,0,32,42,76.2,4,25,3,1,0,2024-11-10
Jordan Zemura,Udinese,33,ZIM,WB,24,24,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,14,19,73.7,0,9,1,1,1,2024-11-10
Kingsley Ehizibue,Udinese,19,NED,WB,29,90,0,0,0,0,0,0,0,0,53,2,1,3,0.0,0.0,0.3,2,0,25,41,61.0,3,16,1,2,0,2024-11-10
Souleymane Touré,Udinese,95,FRA,CB,21,90,0,0,0,0,0,0,1,0,56,0,3,4,0.0,0.0,0.0,1,0,40,47,85.1,3,35,2,1,1,2024-11-10
Jaka Bijol,Udinese,29,SVN,CB,25,90,0,0,0,0,0,0,0,0,48,1,3,0,0.0,0.0,0.0,0,0,29,34,85.3,0,21,0,0,0,2024-11-10
Lautaro Gianetti,Udinese,30,ARG,CB,30,76,0,0,0,0,0,0,0,0,36,5,0,1,0.0,0.0,0.0,1,0,18,26,69.2,1,11,0,0,0,2024-11-10
James Abankwah,Udinese,4,IRL,CB,20,14,0,0,0,0,0,0,0,0,17,0,1,0,0.0,0.0,0.0,0,0,11,13,84.6,0,7,1,0,0,2024-11-10
Maduka Okoye,Udinese,40,NGA,GK,25,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,27,40,67.5,0,21,0,0,0,2024-11-10
Artem Dovbyk,Roma,11,UKR,FW,27,90,0,0,0,0,1,0,0,0,30,0,0,1,0.0,0.0,0.1,3,0,14,21,66.7,0,18,1,1,1,2024-11-10
Niccolò Pisilli,Roma,61,ITA,AM,20,60,0,0,0,0,1,1,0,0,18,0,2,2,0.0,0.0,0.0,0,0,7,9,77.8,0,11,0,0,0,2024-11-10
Tommaso Baldanzi,Roma,35,ITA,AM,21,30,0,0,0,0,1,0,0,0,15,1,0,0,0.1,0.1,0.0,1,0,9,11,81.8,1,9,1,1,1,2024-11-10
Matìas Soulé,Roma,18,ARG,AM,21,56,0,0,0,0,2,0,0,0,28,1,0,0,0.7,0.7,0.1,4,0,18,23,78.3,3,22,1,1,0,2024-11-10
Eldor Shomurodov,Roma,14,UZB,AM,29,34,0,1,0,0,0,0,0,0,12,1,0,1,0.0,0.0,0.1,2,2,7,8,87.5,3,9,1,0,0,2024-11-10
Manu Koné,Roma,17,FRA,CM,23,79,0,0,0,0,1,0,0,0,36,3,0,0,0.0,0.0,0.7,6,0,24,27,88.9,3,22,1,5,2,2024-11-10
Leandro Paredes,Roma,16,ARG,CM,30,11,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,13,15,86.7,0,12,0,0,0,2024-11-10
Bryan Cristante,Roma,4,ITA,CM,29,90,0,0,0,0,1,0,0,0,61,1,1,2,0.1,0.1,0.0,2,0,39,53,73.6,4,34,0,0,0,2024-11-10
Stephan El Shaarawy,Roma,92,ITA,WB,32,90,2,0,0,0,4,2,1,0,48,2,0,0,0.3,0.3,0.0,4,1,26,41,63.4,3,28,3,2,0,2024-11-10
Zeki Çelik,Roma,19,TUR,WB,27,60,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,0,0,17,27,63.0,1,14,0,0,0,2024-11-10
Samuel Dahl,Roma,26,SWE,WB,24,30,0,0,0,0,0,0,0,0,27,2,0,1,0.0,0.0,0.0,1,0,19,21,90.5,1,18,1,1,0,2024-11-10
Angeliño,Roma,3,ESP,CB,27,90,0,0,0,0,0,0,0,0,67,1,0,4,0.0,0.0,0.1,4,1,42,57,73.7,1,38,1,1,0,2024-11-10
Obite N'Dicka,Roma,5,CIV,CB,25,90,0,0,0,0,1,1,0,0,66,1,5,3,0.0,0.0,0.0,1,0,49,53,92.5,2,34,0,0,0,2024-11-10
Gianluca Mancini,Roma,23,ITA,CB,28,90,0,0,0,0,3,1,1,0,59,2,2,0,0.1,0.1,0.0,0,0,34,47,72.3,0,38,0,0,0,2024-11-10
Mile Svilar,Roma,99,SRB,GK,25,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,29,42,69.0,0,33,0,0,0,2024-11-10
Santiago Castro,Bologna,9,ARG,FW,20,67,1,1,0,0,1,1,0,0,17,0,0,1,0.6,0.6,0.2,2,1,8,10,80.0,1,14,0,1,0,2024-11-10
Thijs Dallinga,Bologna,24,NED,FW,24,23,0,0,0,0,2,0,0,0,14,0,0,0,0.2,0.2,0.0,1,0,7,7,100.0,1,10,1,0,0,2024-11-10
Dan Ndoye,Bologna,11,SUI,LW,24,22,0,0,0,0,1,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,3,4,75.0,0,6,1,1,0,2024-11-10
Jesper Karlsson,Bologna,10,SWE,LW and LM,26,68,1,0,0,0,3,1,1,0,28,0,0,3,0.4,0.4,0.1,3,1,13,18,72.2,0,19,1,1,0,2024-11-10
Riccardo Orsolini,Bologna,7,ITA,RW,27,83,1,0,0,0,4,1,0,0,33,0,0,1,0.4,0.4,0.0,2,0,12,19,63.2,4,23,6,3,2,2024-11-10
Nicolò Casale,Bologna,15,ITA,CB and RW,26,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,0,0,0,0,2024-11-10
Jens Odgaard,Bologna,21,DEN,AM,25,66,0,0,0,0,1,0,0,0,23,1,0,0,0.0,0.0,0.0,1,0,10,13,76.9,2,14,1,2,1,2024-11-10
Giovanni Fabbian,Bologna,80,ITA,AM and RM,21,24,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,4,0,0,0,2024-11-10
Tommaso Pobega,Bologna,18,ITA,DM and CM,25,90,0,0,0,0,1,0,0,0,35,0,3,2,0.0,0.0,0.0,2,0,19,26,73.1,1,23,0,0,0,2024-11-10
Remo Freuler,Bologna,8,SUI,DM and CM,32,90,0,0,0,0,0,0,0,0,47,2,2,0,0.0,0.0,0.0,1,0,30,36,83.3,3,20,0,2,0,2024-11-10
Juan Miranda,Bologna,33,ESP,LB,24,90,0,1,0,0,1,1,1,0,73,0,0,2,0.0,0.0,0.5,6,2,47,63,74.6,5,43,1,0,0,2024-11-10
Jhon Lucumí,Bologna,26,COL,CB,26,90,0,0,0,0,0,0,0,0,67,1,0,2,0.0,0.0,0.0,2,0,54,61,88.5,2,38,1,0,0,2024-11-10
Sam Beukema,Bologna,31,NED,CB,25,90,0,0,0,0,1,0,0,0,50,0,2,2,0.0,0.0,0.0,1,1,30,39,76.9,2,24,0,0,0,2024-11-10
Lorenzo De Silvestri,Bologna,29,ITA,RB,36,45,0,0,0,0,0,0,1,0,32,0,2,0,0.0,0.0,0.2,3,0,22,28,78.6,3,15,0,0,0,2024-11-10
Stefan Posch,Bologna,3,AUT,RB,27,45,0,0,0,0,0,0,0,0,23,1,1,3,0.0,0.0,0.0,0,0,9,13,69.2,1,12,0,0,0,2024-11-10
Łukasz Skorupski,Bologna,1,POL,GK,33,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,0,31,45,68.9,0,35,0,0,0,2024-11-10
Moise Kean,Fiorentina,20,ITA,FW,24,90,3,0,0,0,5,4,1,0,26,1,0,1,1.3,1.3,0.3,2,1,5,11,45.5,2,15,2,3,2,2024-11-10
Riccardo Sottil,Fiorentina,7,ITA,LW,25,82,0,0,0,0,1,0,0,0,28,0,0,0,0.1,0.1,0.1,4,1,18,23,78.3,3,19,2,1,0,2024-11-10
Fabiano Parisi,Fiorentina,65,ITA,LW,24,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,1,0,2024-11-10
Andrea Colpani,Fiorentina,23,ITA,RW,25,82,0,0,0,0,2,1,0,0,32,2,0,0,0.3,0.3,0.0,1,0,16,23,69.6,3,22,0,2,1,2024-11-10
Michael Kayode,Fiorentina,33,ITA,RW,20,8,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,0,2024-11-10
Lucas Beltrán,Fiorentina,9,ARG,AM,23,76,0,1,0,0,2,1,0,0,20,3,0,1,0.2,0.2,0.2,2,1,11,13,84.6,2,13,1,2,1,2024-11-10
Christian Kouamé,Fiorentina,99,CIV,AM,26,14,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.3,2,0,3,7,42.9,1,2,1,3,1,2024-11-10
Yacine Adli,Fiorentina,29,FRA,DM,24,76,0,1,0,0,0,0,0,0,77,3,0,1,0.0,0.0,0.5,3,1,51,68,75.0,8,44,1,2,0,2024-11-10
Amir Richardson,Fiorentina,24,MAR,DM,22,14,0,0,0,0,0,0,0,0,4,2,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,2024-11-10
Edoardo Bove,Fiorentina,4,ITA,DM,22,86,0,0,0,0,0,0,0,0,55,3,1,0,0.0,0.0,0.0,0,0,32,42,76.2,4,31,1,0,0,2024-11-10
Rolando Mandragora,Fiorentina,8,ITA,DM,27,4,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,1,0,1,0,2024-11-10
Robin Gosens,Fiorentina,21,GER,LB,30,90,0,0,0,0,1,0,0,0,61,1,0,1,0.1,0.1,0.1,3,1,36,54,66.7,3,23,0,0,0,2024-11-10
Luca Ranieri,Fiorentina,6,ITA,CB,25,90,0,0,0,0,0,0,0,0,77,1,0,3,0.0,0.0,0.0,0,0,64,71,90.1,3,50,1,0,0,2024-11-10
Pietro Comuzzo,Fiorentina,15,ITA,CB,19,90,0,0,0,0,0,0,0,0,87,0,2,2,0.0,0.0,0.1,2,0,73,80,91.3,11,60,1,0,0,2024-11-10
Dodô,Fiorentina,2,BRA,RB,25,90,0,0,0,0,0,0,0,0,64,1,0,0,0.0,0.0,0.0,0,0,39,57,68.4,6,34,3,5,3,2024-11-10
David de Gea,Fiorentina,43,ESP,GK,34,90,0,1,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.3,1,1,21,25,84.0,0,13,0,0,0,2024-11-10
Casper Tengstedt,Hellas Verona,11,DEN,FW,24,65,0,0,0,0,1,0,0,0,15,0,0,0,0.1,0.1,0.0,1,0,5,12,41.7,1,6,2,0,0,2024-11-10
Daniel Mosquera,Hellas Verona,35,COL,FW,25,25,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,1,4,0,0,0,2024-11-10
Darko Lazović,Hellas Verona,8,SRB,LW and RW,34,73,0,0,0,0,0,0,0,0,23,1,2,3,0.0,0.0,0.0,0,0,9,15,60.0,1,15,1,1,0,2024-11-10
Amin Sarr,Hellas Verona,9,SWE,FW,23,17,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,1,1,0,0,0,2024-11-10
Tomáš Suslov,Hellas Verona,31,SVK,RW,22,65,0,0,0,0,0,0,0,0,16,2,0,0,0.0,0.0,0.0,0,0,4,9,44.4,1,10,1,3,1,2024-11-10
Reda Belahyane,Hellas Verona,6,MAR,CM,20,25,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,7,0,0,0,2024-11-10
Abdou Harroui,Hellas Verona,18,NED,AM and LM and LW,26,90,0,0,0,0,1,0,0,0,43,4,0,2,0.0,0.0,0.1,1,0,25,30,83.3,3,21,3,0,0,2024-11-10
Suat Serdar,Hellas Verona,25,GER,DM and CM,27,74,1,0,0,0,2,1,1,0,19,1,0,2,0.1,0.1,0.0,1,0,11,12,91.7,2,11,1,0,0,2024-11-10
Grigoris Kastanos,Hellas Verona,20,CYP,RM,26,16,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,1,3,0,1,0,2024-11-10
Ondrej Duda,Hellas Verona,33,SVK,DM and CM,29,90,0,0,0,0,0,0,0,0,50,3,2,3,0.0,0.0,0.0,2,0,29,37,78.4,3,26,0,2,1,2024-11-10
Domagoj Bradarić,Hellas Verona,12,CRO,LB,24,80,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.1,1,0,23,26,88.5,1,15,0,1,1,2024-11-10
Flavius Daniliuc,Hellas Verona,4,AUT,RB,23,10,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.1,1,0,8,10,80.0,0,3,1,0,0,2024-11-10
Diego Coppola,Hellas Verona,42,ITA,CB,20,90,0,0,0,0,1,0,1,0,59,2,1,0,0.1,0.1,0.0,0,0,35,43,81.4,1,31,0,1,0,2024-11-10
Giangiacomo Magnani,Hellas Verona,23,ITA,CB,29,90,0,0,0,0,2,1,0,0,35,2,3,3,0.1,0.1,0.0,1,0,13,18,72.2,2,15,2,0,0,2024-11-10
Jackson Tchatchoua,Hellas Verona,38,CMR,RB and LB,23,90,0,0,0,0,0,0,0,0,42,3,0,0,0.0,0.0,0.1,1,0,22,27,81.5,2,11,0,4,3,2024-11-10
Lorenzo Montipò,Hellas Verona,1,ITA,GK,28,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,1,0,16,40,40.0,0,20,0,0,0,2024-11-10
Milan Đurić,Monza,11,BIH,FW,34,90,0,0,0,0,1,0,0,0,24,1,0,1,0.1,0.1,0.0,1,0,12,19,63.2,1,12,0,0,0,2024-11-10
Daniel Maldini,Monza,14,ITA,AM and LW,23,74,0,0,0,0,3,1,1,0,46,0,0,1,0.4,0.4,0.0,3,0,15,26,57.7,2,33,1,1,0,2024-11-10
Gianluca Caprari,Monza,10,ITA,LW,31,16,0,0,0,0,1,0,0,0,16,0,0,0,0.1,0.1,0.0,0,0,9,14,64.3,1,11,1,2,1,2024-11-10
Dany Mota,Monza,47,POR,AM and RW,26,90,0,0,0,0,3,0,0,0,34,0,2,0,0.2,0.2,0.2,4,0,18,23,78.3,2,26,4,1,0,2024-11-10
Alessandro Bianco,Monza,42,ITA,CM and DM,22,90,0,0,0,0,2,0,1,0,74,2,1,2,0.1,0.1,0.0,2,0,60,66,90.9,6,60,2,1,1,2024-11-10
Warren Bondo,Monza,38,FRA,CM and DM,21,88,0,0,0,0,0,0,0,0,41,2,0,2,0.0,0.0,0.0,2,0,34,35,97.1,3,35,3,3,2,2024-11-10
Andrea Petagna,Monza,37,ITA,DM,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,0,0,0,0,2024-11-10
Giorgos Kyriakopoulos,Monza,77,GRE,WB and LB,28,90,0,0,0,0,1,0,0,0,60,0,1,3,0.0,0.0,0.2,3,0,43,52,82.7,6,37,5,2,1,2024-11-10
Pedro Pereira,Monza,13,POR,WB and RB,26,88,0,0,0,0,0,0,1,0,46,2,0,0,0.0,0.0,0.2,3,0,29,40,72.5,1,30,3,1,0,2024-11-10
Samuele Birindelli,Monza,19,ITA,RB,25,2,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,5,0,0,0,2024-11-10
Andrea Carboni,Monza,44,ITA,CB,23,54,0,0,0,0,0,0,1,0,17,0,1,1,0.0,0.0,0.0,0,0,10,11,90.9,1,10,0,0,0,2024-11-10
Matteo Pessina,Monza,32,ITA,AM,27,36,0,0,0,0,0,0,1,0,39,0,0,0,0.0,0.0,0.0,1,0,34,38,89.5,4,34,0,2,1,2024-11-10
Pablo Marí,Monza,22,ESP,CB,31,90,0,0,0,0,0,0,0,0,91,0,3,0,0.0,0.0,0.0,1,0,77,82,93.9,4,70,0,0,0,2024-11-10
Armando Izzo,Monza,4,ITA,CB,32,90,0,0,0,0,1,1,0,0,85,2,2,0,0.1,0.1,0.0,1,0,78,78,100.0,4,63,0,0,0,2024-11-10
Stefano Turati,Monza,30,ITA,GK,23,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,33,37,89.2,0,29,0,0,0,2024-11-10
Boulaye Dia,Lazio,19,SEN,FW,27,59,0,0,0,0,1,1,0,0,22,0,0,0,0.3,0.3,0.0,2,0,15,20,75.0,1,8,0,1,1,2024-11-10
Valentín Castellanos,Lazio,11,ARG,FW,26,31,0,0,0,0,3,1,0,0,12,0,1,0,0.9,0.9,0.0,1,0,1,5,20.0,0,5,0,1,1,2024-11-10
Mattia Zaccagni,Lazio,10,ITA,LW,29,74,1,0,0,0,2,1,0,0,48,0,1,0,0.1,0.1,0.1,4,0,34,41,82.9,11,25,2,2,0,2024-11-10
Luca Pellegrini,Lazio,3,ITA,LB,25,16,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,2024-11-10
